"Region","Year","Age Range","Illicit Drug Use","Measure Type","Variable","Value"
"Southwest Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.53464285714286"
"Southwest Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.89"
"Southwest Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.54008928571429"
"Southwest Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","8.56"
"Southwest Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.95848214285714"
"Southwest Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","11.81"
"Southwest Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","3.45366071428571"
"Southwest Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","*"
"Southwest Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"Southwest Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","10.19"
"Southwest Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","3.11375"
"Southwest Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.09"
"Southwest Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.717589285714286"
"Southwest Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.84"
"Southwest Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.885446428571429"
"Southwest Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.47"
"Southwest Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.80026785714286"
"Southwest Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.53"
"Southwest Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.15821428571429"
"Southwest Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.21"
"Southwest Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.633660714285714"
"Southwest Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.62"
"Southwest Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.805714285714286"
"Southwest Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","5.33"
"Southwest Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.81285714285714"
"Southwest Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.63"
"Southwest Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.16660714285714"
"Southwest Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.44"
"Southwest Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.830892857142857"
"Southwest Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.00"
"Southwest Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.17919642857143"
"Southwest Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.60"
"Southwest Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.22410714285714"
"Southwest Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.10"
"Southwest Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.14982142857143"
"Southwest Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.79"
"Southwest Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.20732142857143"
"Southwest Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.15"
"Southwest Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.52625"
"Southwest Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","20.54"
"Southwest Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.35589285714286"
"Southwest Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.52"
"Southwest Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.24928571428571"
"Southwest Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.68"
"Southwest Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.650446428571429"
"Southwest Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.19"
"Southwest Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.742767857142857"
"Southwest Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.02"
"Southwest Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.66178571428571"
"Southwest Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.24"
"Southwest Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.08267857142857"
"Southwest Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.12"
"Southwest Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.579107142857143"
"Southwest Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.37"
"Southwest Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.64625"
"Southwest Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","5.17"
"Southwest Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.56526785714286"
"Southwest Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.65"
"Southwest Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.09526785714286"
"Southwest Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.27"
"Southwest Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.11625"
"Southwest Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.09"
"Southwest Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.54848214285714"
"Southwest Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.75"
"Southwest Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.42973214285714"
"Southwest Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.26"
"Southwest Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.21276785714286"
"Southwest Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.58"
"Southwest Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.86321428571429"
"Southwest Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.83"
"Southwest Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.53044642857143"
"Southwest Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","20.74"
"Southwest Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.42303571428571"
"Southwest Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.88"
"Southwest Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.32482142857143"
"Southwest Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.7"
"Southwest Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.663035714285714"
"Southwest Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.51"
"Southwest Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.877053571428571"
"Southwest Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.42"
"Southwest Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.01428571428571"
"Southwest Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.32"
"Southwest Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.45616071428571"
"Southwest Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.13"
"Southwest Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.612678571428572"
"Southwest Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.58"
"Southwest Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.809910714285714"
"Southwest Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","5.45"
"Southwest Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.93455357142857"
"Southwest Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.65"
"Southwest Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.56107142857143"
"Southwest Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.16"
"Southwest Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.910625"
"Southwest Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.58"
"Southwest Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.64080357142857"
"Southwest Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.57"
"Southwest Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.56821428571429"
"Southwest Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.38"
"Southwest Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.17080357142857"
"Southwest Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.58"
"Southwest Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.44651785714286"
"Southwest Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","9.31"
"Southwest Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.84517857142857"
"Southwest Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","*"
"Southwest Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"Southwest Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.09"
"Southwest Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.29964285714286"
"Southwest Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.08"
"Southwest Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.675625"
"Southwest Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.55"
"Southwest Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.696607142857143"
"Southwest Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.49"
"Southwest Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.01848214285714"
"Southwest Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.86"
"Southwest Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.914821428571428"
"Southwest Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.45"
"Southwest Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.633660714285714"
"Southwest Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.60"
"Southwest Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.667232142857143"
"Southwest Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.35"
"Southwest Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.87160714285714"
"Southwest Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.26"
"Southwest Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.885446428571429"
"Southwest Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.83314849"
"Southwest Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.718677163660714"
"Southwest Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","3.39026969"
"Southwest Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.14068180017857"
"Southwest Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.28857306"
"Southwest Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.49362793366071"
"Southwest Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.62696631"
"Southwest Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.01659197214286"
"Southwest Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.37140567"
"Southwest Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.13421858535714"
"Southwest Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.7435307"
"Southwest Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.47015533633929"
"Southwest Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","24.24650242"
"Southwest Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.81751968964286"
"Southwest Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","6.84218222"
"Southwest Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.25219401973214"
"Southwest Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.89262761"
"Southwest Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.564033273482143"
"Southwest Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.54536983"
"Southwest Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.739142180625"
"Southwest Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.76442147"
"Southwest Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.13802444392857"
"Southwest Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.83592665"
"Southwest Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.945863346517857"
"Southwest Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.2217711"
"Southwest Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.499878915535714"
"Southwest Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.61710923"
"Southwest Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.688217378482143"
"Southwest Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.59417172"
"Southwest Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.14074663776786"
"Southwest Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.23456617"
"Southwest Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.961346405446428"
"United States","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.7"
"United States","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",-9999
"United States","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.86"
"United States","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",-9999
"United States","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.08"
"United States","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"United States","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","5.03"
"United States","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",-9999
"United States","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.58"
"United States","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",-9999
"United States","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.17"
"United States","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",-9999
"United States","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","19.66"
"United States","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"United States","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","8.53"
"United States","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",-9999
"United States","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.9"
"United States","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",-9999
"United States","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.68"
"United States","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",-9999
"United States","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.92"
"United States","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"United States","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.52"
"United States","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",-9999
"United States","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.26"
"United States","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error",-9999
"United States","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.72"
"United States","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error",-9999
"United States","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","5.87"
"United States","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"United States","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.65"
"United States","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error",-9999
"United States","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.48"
"United States","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.138482142857143"
"United States","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.55"
"United States","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.172053571428571"
"United States","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.59"
"United States","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.251785714285715"
"United States","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.68"
"United States","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.17625"
"United States","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.55"
"United States","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.205625"
"United States","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","7.94"
"United States","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.247589285714286"
"United States","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","19.78"
"United States","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.381875"
"United States","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","8.27"
"United States","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.247589285714286"
"United States","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.89"
"United States","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.0797321428571428"
"United States","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.63"
"United States","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.0923214285714287"
"United States","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.99"
"United States","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.188839285714286"
"United States","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.61"
"United States","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.130089285714286"
"United States","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.26"
"United States","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.0839285714285715"
"United States","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.71"
"United States","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.100714285714286"
"United States","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","5.96"
"United States","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.201428571428572"
"United States","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.81"
"United States","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.138482142857143"
"United States","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.50"
"United States","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.134285714285714"
"United States","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.59"
"United States","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.180446428571428"
"United States","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.87"
"United States","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.264375"
"United States","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.47"
"United States","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.17625"
"United States","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","5.51"
"United States","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.201428571428572"
"United States","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","7.81"
"United States","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.235"
"United States","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","20.80"
"United States","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.394464285714286"
"United States","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","8.03"
"United States","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.247589285714286"
"United States","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.87"
"United States","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.0797321428571428"
"United States","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.63"
"United States","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.0965178571428571"
"United States","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.47"
"United States","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","0.205625"
"United States","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.46"
"United States","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.125892857142857"
"United States","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.24"
"United States","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.0839285714285715"
"United States","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.73"
